name,rating,reviews,host_name,address,amenities,safety_rules,house_rules,price,guests,bedrooms,beds,bathrooms,check_in,check_out,country
Beautiful Riad in Marrakech city,4.65,135.0,Bendji,"Marrakesh, Marrakesh-Tensift-El Haouz, Morocco","City skyline view,Garden view,Kitchen,Wifi,Free parking on premises,Shared pool,TV,Washing machine,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: Flexible,Check out: 12:00 pm,No pets,No parties or events,󱤇,Smoking is allowed,Show more,Show more,",5201,5,3,3,3,Flexible,12:00 pm,Morocco
MEDINA ROOM R1 #02,4.83,155.0,Hiroki,"Marrakesh, Morocco","Kitchen,Wifi,Dedicated workspace,Free washer – In building,Window AC unit,Shared patio or balcony,Luggage drop-off allowed,Refrigerator,Long-term stays allowed,Paid parking off premises","󹀁,Airbnb's COVID-19 safety practices apply,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: After 2:00 pm,Check out: 11:00 am,No smoking,No pets,No parties or events,Show more,Show more,",2453,2,1,1,,After 2:00 pm,11:00 am,Morocco
Riad Yasmine in Secure Complex,4.86,14.0,Mounir,"Marrakech, Marrakesh-Safi, Morocco","Kitchen,Wifi,Free parking on premises,Shared pool,TV,Washing machine,Air conditioning,Private patio or balcony,Luggage drop-off allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: Flexible,Check out: 12:00 pm",5451,6,3,3,3,Flexible,12:00 pm,Morocco
The Emerald of the Medina - Private & Charming Riad,,2.0,Rim & Rita,"Marrakech, Marrakech-Safi, Morocco","Kitchen,Wifi,Free parking on premises,Pets allowed,TV,Washing machine,Air conditioning,Private patio or balcony,Refrigerator,Security cameras on property","󹀁,Airbnb's COVID-19 safety practices apply,Security camera/recording device Show more,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: After 3:00 pm,Check out: 12:00 pm,Self check-in with building staff,No parties or events,Pets are allowed,󱤇,Smoking is allowed",22770,12,6,6,5,After 3:00 pm,12:00 pm,Morocco
RIAD MSIKI Private Double Room,,2.0,Miski,"Marrakesh, Marrakesh-Safi, Morocco","Kitchen,Wifi,Dedicated workspace,Washing machine,Dryer,Central air conditioning,Patio or balcony,Indoor fireplace,Cot,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: Flexible,Check out: 12:00 pm,Not suitable for children and infants,No smoking,No pets,No parties or events",3884,2,1,1,,Flexible,12:00 pm,Morocco
Chambre   patio Dar Touyir,4.79,108.0,Robert,"Marrakesh, Marrakesh-Tensift-El Haouz, Morocco",No Amenities Listed,No Safety Rules Provided,No House Rules Provided,5361,2,1,1,,,,Morocco
Riad MONDRIAH in exclusivity only for you,4.78,85.0,Hervé,"Marrakesh, Marrakesh-Tensift-El Haouz, Morocco","City skyline view,Valley view,Kitchen,Wifi – 29 Mbps,Dedicated workspace,Private pool,Paid washer – In building,Window AC unit,Private patio or balcony,Private backyard – Fully fenced","󹀁,Airbnb's COVID-19 safety practices apply,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: 2:00 pm - 12:00 am,Check out: 11:00 am,Self check-in with building staff,No pets,󱤇,Smoking is allowed,Show more,Show more,",22352,8,4,4,4,2:00 pm - 12:00 am,11:00 am,Morocco
Charming Jawd Riad Private Breakfast Included,4.88,137.0,Valérie & Jacques Pierre,"Marrakech, Marrakech-Tensift-Al Haouz, Morocco","Kitchen,Wifi,Private pool,TV,Washing machine,Air conditioning,Private patio or balcony,Indoor fireplace,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 3:00 pm,Check out: 12:00 pm,󱤇,Smoking is allowed,Show more,Show more,",17263,6,3,3,3,After 3:00 pm,12:00 pm,Morocco
Lovely house in great location,4.79,136.0,Kate,"Marrakesh, Morocco","City skyline view,Courtyard view,Kitchen,Wifi,Dedicated workspace,32"" TV with standard cable/satellite,Washing machine,Central air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No smoke alarm,󱠁,Carbon monoxide detector not required Show more,Show more,Show more,","Check-in: After 2:00 pm,Check out: 11:00 am,No pets,No parties or events,Show more,Show more,",7562,6,3,3,5,After 2:00 pm,11:00 am,Morocco
"Riad Dar Halima, chambre privée au centre Médina",4.74,19.0,Hicham,"Marrakesh, Marrakesh-Safi, Morocco",No Amenities Listed,"󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Learn more,Security camera/recording device Learn more,Smoke alarm,Show all,Show all,","Check-in: 8:00 am - 2:00 am,Self check-in with building staff",2871,2,1,1,,8:00 am - 2:00 am,,Morocco
Riad Didiss Tetouan,4.88,8.0,Farouk,"Tétouan, Tanger-Tétouan-Al Hoceïma, Morocco","Mountain view,Kitchen,Wifi,Private pool,TV,Washing machine,Air conditioning,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,Pool/hot tub without a gate or lock,Show more,Show more,","No smoking,No pets,No parties or events",11811,8,3,3,2,,,Morocco
Riad Dar Safi-privatized-2 rooms-4 pax-jacuzzi,5.0,3.0,Laurent,"Marrakesh, Marrakesh-Safi, Morocco","Wifi,Hot tub,TV,Air conditioning,Bath,Patio or balcony,Luggage drop-off allowed,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,Pool/hot tub without a gate or lock,Show more,Show more,","Check-in: After 2:00 pm,No smoking,No pets,No parties or events",12447,4,2,2,5,After 2:00 pm,,Morocco
Riad Thalge in Medina - Red Room,4.73,264.0,Mary Et Franck,"Marrakesh, Marrakesh-Tensift-El Haouz, Morocco","Wifi,Pool,Pets allowed,Paid washing machine,Air conditioning,Patio or balcony,Garden,Indoor fireplace,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 12:00 pm,Check out: 11:00 am,Self check-in with building staff,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",4725,2,1,1,,After 12:00 pm,11:00 am,Morocco
"RiadDarRabiaa, a paradis au coeur de la medina",5.0,9.0,Nisrine,"Rabat, Rabat-Salé-Kénitra, Morocco","Kitchen,Wifi,Shared pool,Air conditioning,Hair dryer,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 2:00 pm,Check out: 12:00 pm,Not suitable for infants (under 2 years),No pets,No parties or events,󱤇,Smoking is allowed",37754,12,6,6,6,After 2:00 pm,12:00 pm,Morocco
"Double Room N°2(DarSolaiman, TheHeartOfTheBlueCity",4.82,107.0,Ali,"Chefchaouen, Tanger-Tétouan-Al Hoceïma, Morocco",No Amenities Listed,"󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,Smoke alarm,Show all,Show all,","Check-in: 1:00 pm - 2:00 am,Check out: 12:00 pm,No pets,No parties or events,Show all,Show all,",3180,2,1,1,,1:00 pm - 2:00 am,12:00 pm,Morocco
Beautiful Palm Tree Riad with Pool,5.0,22.0,Karim,"Marrakesh, Morocco","Kitchen,Wifi,Free parking on premises,Shared pool,TV,Washing machine,Air conditioning,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,Security camera/recording device Show more,Show more,Show more,","Check-in: 3:00 pm - 8:00 pm,Check out: 12:00 pm,No pets,No parties or events,󱤇,Smoking is allowed,Show more,Show more,",18239,6,3,3,5,3:00 pm - 8:00 pm,12:00 pm,Morocco
Atlas Mountains Riad Oussagou,4.76,180.0,Ahssine,"Imlil, El houze Province, Morocco",No Amenities Listed,"󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Learn more,Security camera/recording device Learn more,Pool/hot tub without a gate or lock,Nearby lake, river, other body of water,Show all,Show all,","Check-in: After 1:00 pm,Check out: 12:00 pm,Self check-in with building staff,No pets,󱤇,Smoking is allowed,Show all,Show all,",1817,16,1,1,,After 1:00 pm,12:00 pm,Morocco
Literary Riad - Zen Souks - Médina  傳統利亞德,4.74,78.0,Carol Benjamin,"Marrakech, Marrakech-Tensift-Al Haouz, Morocco","City skyline view,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private hot tub,Pets allowed,TV with Netflix,EV charger,Paid washer – In unit","󹀁,Airbnb's COVID-19 safety practices apply,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: 12:00 pm - 11:00 pm,Check out: 11:00 am,Self check-in with building staff,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",2939,3,1,1,,12:00 pm - 11:00 pm,11:00 am,Morocco
Beautiful room in the centre of Marrakech Medina 1,5.0,3.0,Marouane,"Marrakesh, Marrakesh-Safi, Morocco","Kitchen,Wifi,Dedicated workspace,Shared patio or balcony,Cot,Hair dryer,Refrigerator,Smoking allowed,Long-term stays allowed","󹀁,Airbnb's COVID-19 safety practices apply,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: After 2:00 pm,Check out: 12:00 pm,Self check-in with building staff,󱤇,Smoking is allowed",2453,3,1,1,,After 2:00 pm,12:00 pm,Morocco
"Dar Fatna, 3 bedrooms with 3 bathrooms in medina",4.63,127.0,Intissar,"Marrakech, Marrakech-Tensift-Al Haouz, Morocco","Kitchen,Wifi,Hot tub,TV,Washing machine,Patio or balcony,Indoor fireplace,Travel cot,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,Show more,Show more,","Check-in: After 10:00 am,Check out: 12:00 pm,󱤇,Smoking is allowed",10318,6,3,3,3,After 10:00 am,12:00 pm,Morocco
"Suite Almoravide, Riad Matham, Marrakech",4.86,61.0,Riad Matham,"Marrakesh, Marrakesh-Tensift-El Haouz, Morocco","Wifi,Pool,Air conditioning,Indoor fireplace,Luggage drop-off allowed,Cot,Hair dryer,Breakfast,Smoking allowed,Security cameras on property","󹀁,Airbnb's COVID-19 safety practices apply,Security camera/recording device Show more,Pool/hot tub without a gate or lock,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","󱤇,Smoking is allowed",7563,2,1,1,,,,Morocco
Muscade room in charming riad,,,David,"Marrakech, Marrakech-Safi, Morocco","Wifi,TV,Air conditioning,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 2:00 pm,Check out: 10:00 am,󱤇,Smoking is allowed",2271,2,1,1,,After 2:00 pm,10:00 am,Morocco
Best Deal : Beautiful Riad in the medina,4.57,93.0,Riad,"Marrakesh, Marrakesh-Tensift-El Haouz, Morocco",No Amenities Listed,"󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,Smoke alarm,Show all,Show all,","Self check-in with building staff,Show all,Show all,",3185,2,1,1,,,,Morocco
Riad Rime Qoussai - Chambre Bab Doukala,4.87,30.0,Mafalda,"Marrakech, Marrakech-Safi, Morocco","Wifi,Dedicated workspace,TV with standard cable/satellite,Air conditioning,Shared patio or balcony,Luggage drop-off allowed,Cot,Hair dryer,Breakfast,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠁,Carbon monoxide detector not required Show more,Smoke alarm,Show more,Show more,","Check-in: After 1:00 pm,Check out: 11:00 am,Self check-in with building staff,No pets,No parties or events,󱤇,Smoking is allowed,Show more,Show more,",3016,2,1,1,5,After 1:00 pm,11:00 am,Morocco
🔴 NEW❗🌵RIAD DAR-CACTUS-BLEU🌵 in the Medina,5.0,9.0,Jean-Denis - Patricia,"Marrakech, Marrakech-Safi, Morocco","Kitchen,Wifi – 47 Mbps,Dedicated workspace,Free parking on premises,Private pool,Pets allowed,Paid washer – In building,Central air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,Pool/hot tub without a gate or lock,Show more,Show more,","Check-in: After 4:00 pm,Check out: 12:00 pm,Not suitable for children (2-12 years),No smoking,No parties or events,Pets are allowed,Show more,Show more,",12810,6,3,3,5,After 4:00 pm,12:00 pm,Morocco
"Yasmina Suite, Riad Dar Tayib, Jacuzzi,  Medina.",4.87,180.0,Vincent,"Marrakesh, Marrakesh-Tensift-El Haouz, Morocco",No Amenities Listed,"󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Learn more,󱠆,Smoke alarm not reported Learn more,Show all,Show all,","Check-in: After 2:00 pm,Check out: 12:00 pm,Pets are allowed,󱤇,Smoking is allowed,Show all,Show all,",4372,3,1,1,,After 2:00 pm,12:00 pm,Morocco
*Riad privatized with rooftop near the square,5.0,10.0,Marie Et Hervé,"Marrakech, Marrakesh-Safi, Morocco","City skyline view,Mountain view,Kitchen,Wifi – 16 Mbps,Dedicated workspace,Free parking on premises,Private pool,Pets allowed,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,Security camera/recording device Show more,Pool/hot tub without a gate or lock,Smoke alarm,Show more,Show more,","Check-in: After 3:00 pm,Check out: 11:00 am,No parties or events,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",31481,10,5,5,5,After 3:00 pm,11:00 am,Morocco
RIAD 03***** PRIVATE LUXURY RIAD / HEART OF MEDINA,4.78,25.0,Adel,"Marrakech, Marrakech-Tensift-Al Haouz, Morocco","Wifi,Private pool,Pets allowed,TV,Washing machine,Dryer,Air conditioning,Private patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 2:00 pm,Check out: 12:00 pm,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",52910,9,5,5,5,After 2:00 pm,12:00 pm,Morocco
"Suite Lavande avec jacuzzi , ""Riad Marlinea""",4.58,196.0,Guy Daniel,"Rabat, Rabat-Sale-Zemmour-Zaer, Morocco","Kitchen,Wifi,Private hot tub,Pets allowed,Washing machine,Air conditioning,Cot,High chair,Hair dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: After 1:00 pm,Check out: 12:00 pm,Self check-in with building staff,No smoking,Pets are allowed,Show more,Show more,",3452,2,1,1,,After 1:00 pm,12:00 pm,Morocco
Charming riad in marrakech,4.81,34.0,Jawad,"Marrakech, Marrakesh-Tensift-El Haouz, Morocco","Courtyard view,Garden view,Wifi,Shared pool,TV,Washing machine,Air conditioning,Indoor fireplace,Hair dryer,Breakfast","󹀁,Airbnb's COVID-19 safety practices apply,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check out: 12:00 pm,Self check-in with building staff,Not suitable for children and infants,No pets,No parties or events,󱤇,Smoking is allowed,Show more,Show more,",7995,4,2,2,2,,12:00 pm,Morocco
Riad Tzarra,5.0,10.0,Stuart,"Marrakesh, Marrakesh-Tensift-El Haouz, Morocco","Wifi,Private pool,TV,Air conditioning,Breakfast,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 2:00 pm - 9:00 pm,Not suitable for infants (under 2 years),No pets,󱤇,Smoking is allowed,Show more,Show more,",36342,8,4,4,4,2:00 pm - 9:00 pm,,Morocco
South Palace - Entire Home/Apt,4.92,12.0,Moslim,"Ouarzazate, Drâa-Tafilalet, Morocco","Lake access,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Private pool,TV,Air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Pool/hot tub without a gate or lock,Show more,Show more,","Check-in: After 3:00 pm,Check out: 12:00 pm,No smoking,No pets,No parties or events",21805,8,4,4,4,After 3:00 pm,12:00 pm,Morocco
Riad zarka: Double bedroom with bathroom,,2.0,Christine,"Marrakech, Marrakech-Safi, Morocco","Wifi,Dedicated workspace,Paid dryer – In unit,Central air conditioning,Indoor fireplace: wood-burning,Luggage drop-off allowed,Hair dryer,Breakfast,Long-term stays allowed","󹀁,Airbnb's COVID-19 safety practices apply,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: After 2:00 pm,Check out: 12:00 pm",6662,2,1,1,,After 2:00 pm,12:00 pm,Morocco
Riad Rime Qoussai - Majorelle room,4.62,34.0,Mafalda,"Marrakech, Marrakech-Safi, Morocco","Wifi,TV,Dryer,Air conditioning,Shared patio or balcony,Luggage drop-off allowed,Cot,Hair dryer,Breakfast,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠁,Carbon monoxide detector not required Show more,Smoke alarm,Show more,Show more,","Check-in: After 1:00 pm,Check out: 11:00 am,Self check-in with building staff,No pets,No parties or events,󱤇,Smoking is allowed,Show more,Show more,",3016,3,1,1,5,After 1:00 pm,11:00 am,Morocco
